title,address,phone,url,source_url,hours,id,rating,owners_count,reviews,description_status,description_text
Panos Q8 Berchem,"Berchemstadionstraat 77, 2600 Antwerpen, Belgique",+32 3 230 01 35,https://www.panos.be/nl/winkel/panos-q8-berchem-23339,https://www.google.com/search?q=panos-q8-berchem-Berchemstadionstraat,"{'mardi': '08:00–22:00', 'mercredi': '08:00–22:00', 'jeudi': '08:00–22:00', 'vendredi': '08:00–22:00', 'samedi': '08:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '08:00–22:00'}",23339,"3,6",,33,OK,
Panos Q8 Bierset,"Rue d'Awans 105, 4460 Grâce-Hollogne, Belgique",+32 4 325 17 94,https://www.panos.be/fr/magasin/panos-q8-bierset-gr%C3%A2ce-hollogne-23981,https://www.google.com/search?q=panos-q8bierset-Rue-d%27Awans,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '08:00–18:00', 'dimanche': '08:00–18:00', 'lundi': '06:00–22:00'}",23981,"3,4",,11,NOK,
Panos Q8 Boom,"Frans de Schutterlaan 2, 2850 Boom, Belgique",+32 3 844 20 69,https://www.panos.be/nl/winkel/panos-q8-boom-boom-23546,https://www.google.com/search?q=Panos+Q8+Boom&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZOTTVMNDdJskhKMTS3MqiwsLS0NDEzNUtOtrRISk00WsTKG5CYl1-sEGih4JSfnwsA27D_3TkAAAA&hl=fr&mat=CSY0FCn6JzsCElUBqiIDwj8QKE7UdJnS3Vly3DC4iCjuGe4EhWNLWEo49fMVEZSJzEMX83rto1oi82JXSJFt7yl1IJrIyakOwLhgV6hd8ibB8fFmSd-TFGkU77v9j7uE&authuser=0,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '08:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '06:00–22:00'}",23546,"3,8",,51,OK,
Panos Q8 Bouge,"Chau. de Louvain 494, 5004 Namur, Belgique",+32 81 21 13 39,https://www.panos.be/fr/magasin/panos-q8-bouge-23336,https://www.google.com/search?q=panos-q8-bouge-Chauss%E2%88%9A%C2%A9e-De-Louvain,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23336,"4,3",,21,NOK,
Panos Q8 Boutersem,"Leuvensesteenweg 232C, 3370 Boutersem, Belgique",+32 16 77 88 08,https://www.panos.be/nl/winkel/panos-boutersem-23295,https://www.google.com/search?q=panos-boutersem-Leuvensesteenweg,"{'mardi': '05:00–00:00', 'mercredi': '05:00–00:00', 'jeudi': '05:00–00:00', 'vendredi': '05:00–00:00', 'samedi': '05:00–00:00', 'dimanche': '06:00–00:00', 'lundi': '05:00–00:00'}",23295,"4,3",,11,OK,
Panos Q8 Brasschaat,"Bredabaan 626, 2930 Brasschaat, Belgique",+32 3 235 83 08,https://www.panos.be/nl/winkel/panos-brasschaat-23961,https://www.google.com/search?q=panos-q8-brasschaat-Bredabaan,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23961,"4,2",,26,NOK,
Panos Q8 Court Saint Etienne,"Av. des Combattants 14, 1490 Court-St.-Étienne, Belgique",+32 10 61 30 24,https://www.panos.be/fr/magasin/panos-q8-court-saint-etienne-court-st.-%C3%89tienne-23787,https://www.google.com/search?q=q8-panos-corner-court-saint-etienne-court-st-etienne-Avenue-des-Combattants,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23787,"2,6",,9,NOK,
Panos Q8 Crisnée,"Grand'Route 61, 4367 Crisnée, Belgique",+32 4 257 42 02,https://www.panos.be/fr/winkel/panos-q8-crisn%C3%A9e-crisnee-23520,https://www.google.com/search?q=panos-q8-crisnee-crisnee-Grand%27Route,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '05:00–22:00', 'dimanche': '05:00–22:00', 'lundi': '05:00–22:00'}",23520,"3,8",,10,NOK,
Panos Q8 Destelbergen,"Dendermondsesteenweg 68, 9070 Destelbergen, Belgique",+32 9 238 33 38,https://www.panos.be/nl/winkel/panos-q8-destelbergen-23567,https://www.google.com/search?q=panos-q8-destelbergen-Dendermondsesteenweg,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23567,"3,8",,27,OK,
Panos Q8 Diepenbeek,"Nieuwstraat 263, 3590 Diepenbeek, Belgique",+32 11 32 48 60,https://www.panos.be/nl/winkel/panos-q8-diepenbeek-23989,https://www.google.com/search?q=panos-q8-diepenbeek-Nieuwstraat,"{'mardi': '05:00–23:00', 'mercredi': '05:00–23:00', 'jeudi': '05:00–23:00', 'vendredi': '05:00–23:00', 'samedi': '07:00–23:00', 'dimanche': '07:00–23:00', 'lundi': '05:00–23:00'}",23989,"4,3",,3,NOK,
Panos Q8 Dilbeek,"Ninoofsesteenweg 100, 1700 Dilbeek, Belgique",+32 2 569 04 02,https://www.panos.be/nl/winkel/panos-q8-dilbeek-23317,https://www.google.com/search?q=panos-q8-dilbeek-Ninoofsesteenweg,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23317,"3,9",,66,OK,
Panos Rail Brussel (Ravenstein),"Carr de l'Europe 2, 1000 Bruxelles, Belgique",+32 2 513 24 09,https://www.panos.be/nl/winkel/panos-rail-brussel-%28ravenstein%29-bruxelles-23743,https://www.google.com/search?q=panos-rail-brussel-centr-ravenstein-Rijksweg,"{'mardi': '06:00–18:00', 'mercredi': '06:00–18:00', 'jeudi': '06:00–18:00', 'vendredi': '06:00–18:00', 'samedi': '07:00–16:00', 'dimanche': 'Fermé', 'lundi': '06:00–18:00'}",23457,"1,0",,1,NOK,
Panos Q8 Dilsen-Stokkem (Siemens),"Siemenslaan 1, 3650 Dilsen-Stokkem, Belgique",+32 89 75 31 70,https://www.panos.be/nl/winkel/panos-q8-dilsen-stokkem-%28siemens%29-23786,https://www.google.com/search?q=panos-corner-dilsen-stokkem-Siemenslaan,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '05:00–22:00', 'dimanche': '05:00–22:00', 'lundi': '05:00–22:00'}",23786,"3,7",,14,OK,
Panos Q8 DODO Dison,"Rue Pisseroule 213, 4820 Dison, Belgique",+32 87 34 06 34,https://www.panos.be/fr/magasin/panos-q8-dodo-dison-23345,https://www.google.com/search?q=panos-q8-dodo-dison-Rue-Pisseroule,"{'mardi': '06:30–14:00', 'mercredi': '06:30–14:00', 'jeudi': '06:30–14:00', 'vendredi': '06:30–14:00', 'samedi': '07:00–13:30', 'dimanche': 'Fermé', 'lundi': '06:30–14:00'}",23345,"4,7",,18,NOK,
Panos Q8 DODO La Louvière,"Chau. de Jolimont 103, 7100 La Louvière, Belgique",+32 64 55 87 28,https://www.panos.be/fr/magasin/panos-q8-dodo-la-louvi%C3%A8re-23736,https://www.google.com/search?q=panos-q8-dodo-la-louviere-Chauss%E2%88%9A%C2%A9e-de-Jolimont,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–00:00', 'samedi': '08:00–00:00', 'dimanche': '08:00–00:00', 'lundi': '06:00–00:00'}",23736,"3,2",,40,NOK,
Panos Q8 DODO Molenbeek,"Bd Louis Mettewie 95, 1080 Molenbeek-Saint-Jean, Belgique",+32 2 469 19 41,https://www.panos.be/nl/winkel/panos-q8-molenbeek-dodo-23943,https://www.google.com/search?q=panos-q8-molenbeek-dodo-Boulevard-Louis-Mettewie,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23943,"2,3",,6,NOK,
Panos Q8 DODO Péruwelz,"Rue Neuve Chaussée 64, 7600 Péruwelz, Belgique",+32 477 49 74 69,https://www.panos.be/fr/winkel/panos-q8-dodo-p%C3%A9ruwelz-23772,https://www.google.com/search?q=panos-q8-dodo-peruwelz-Neuve-Chauss%E2%88%9A%C2%A9e,"{'mardi': '05:00–18:00', 'mercredi': '05:00–18:00', 'jeudi': '05:00–18:00', 'vendredi': '05:00–18:00', 'samedi': '07:00–18:00', 'dimanche': '07:00–18:00', 'lundi': '05:00–18:00'}",23772,"3,3",,22,NOK,
Panos Q8 DODO Sint-Niklaas,"Gentse Baan 23, 9100 Sint-Niklaas, Belgique",+32 9 397 18 19,https://www.panos.be/nl/winkel/panos-q8-dodo-sint-niklaas-33013,https://www.google.com/search?q=panos-q8-dodo-sint-niklaas-Gentse-Baan,"{'mardi': '05:00–23:00', 'mercredi': '05:00–23:00', 'jeudi': '05:00–23:00', 'vendredi': '05:00–23:00', 'samedi': '07:00–20:00', 'dimanche': '07:00–20:00', 'lundi': '05:00–23:00'}",33013,"5,0",,1,OK,
Panos Q8 DODO Sint-Truiden,"Rellestraat 5005, 3800 Sint-Truiden, Belgique",+32 11 66 56 08,https://www.panos.be/nl/winkel/panos-sint-truiden-23939,https://www.google.com/search?q=panos-q8-dodo-sint-truiden-Rellestraat,{},23939,"4,7",,7,NOK,
Panos Q8 DODO Zoutleeuw,"Grote Steenweg 94, 3440 Zoutleeuw, Belgique",+32 11 88 55 63,https://www.panos.be/nl/winkel/panos-q8-zoutleeuw-23283,https://www.google.com/search?q=panos-q8-zoutleeuw-Grote-Steenweg,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23283,"4,1",,14,OK,
Panos Q8 Ekeren,"Steenstraat 102, 2180 Antwerpen, Belgique",+32 3 542 47 26,https://www.panos.be/nl/winkel/panos-q8-ekeren-23312,https://www.google.com/search?q=panos-q8-ekeren-Steenstraat,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23312,"3,0",,91,OK,
Panos Q8 Erpe-Mere,"Gentsesteenweg 27, 9420 Erpe-Mere, Belgique",+32 53 62 61 47,https://www.panos.be/nl/winkel/panos-q8-erpe-mere-23461,https://www.google.com/search?q=panos-q8-erpe-mere-Gentsesteenweg,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23461,"3,9",,52,OK,
Panos Q8 Fleurus,"Rue de Ransart, 6220 Fleurus, Belgique",+32 71 34 29 55,https://www.panos.be/fr/magasin/panos-q8-fleurus-heppignies-23302,https://www.google.com/search?q=panos-q8fleurus-Rue-de-Ransart,"{'mardi': '04:00–23:30', 'mercredi': '04:00–23:30', 'jeudi': '04:00–23:30', 'vendredi': '04:00–23:30', 'samedi': '04:00–23:30', 'dimanche': '04:00–23:30', 'lundi': '04:00–23:30'}",23302,"3,0",,2,NOK,
Panos Q8 Fleurus (Chaussée de Charleroi),"Chée de Charleroi 734, 6220 Fleurus, Belgique",+32 71 37 20 55,https://www.panos.be/fr/magasin/panos-q8-fleurus-heppignies-23980,https://www.google.com/search?q=Panos+Q8+Fleurus+(Chauss%C3%A9e+de+Charleroi)&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzYysjQwMTM3NTdKTTG0MqiwSDSxTLY0NjJINDNLTjIxXsSqGZCYl1-sEGih4JaTWlpUWqyg4ZyRWFpcfHhlqkJKqgKQU5STWpSfqQkAeCx3wVUAAAA&hl=fr&mat=CUV6V8QGFeLMElYBqiIDwuIW2ZvSGJlU-z8mATmzFpYPsaEqKD4Q8MQS9bm1vGsEdDBrXYOwwRmzrYVuEmO_dHffWQSNChjOB_ZH1v9Wzmym1OAz7xVTqKoGUOtTIpI9aQ&authuser=0,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '05:00–22:00'}",23980,"3,3",,35,NOK,
Panos Q8 Gembloux,"Chau. de Tirlemont 86, 5030 Gembloux, Belgique",+32 81 61 19 55,https://www.panos.be/fr/magasin/panos-q8-gembloux-23467,https://www.google.com/search?q=Panos+Q8+Gembloux&stick=H4sIAAAAAAAA_-NgU1I1qDAxTza0MDI0SjY1TDY2TTK0MqgwMrMwSTIxNjIwMk02sbQwXsQqGJCYl1-sEGih4J6am5STX1oBAAeCvSU9AAAA&hl=fr&mat=Cf2Imiq67oldElcBqiIDwoE8YSOZl8BoOMEIfpuyMLN91igZR6ltLcBSD36tFYe4uwCSklZ-HxKEeMFH6pkMtHK0c5vLMr5CJ-OKte3S3amaB0hlkSBFRCCbqi_nLhMklew&authuser=0,"{'mardi': '06:00–19:30', 'mercredi': '06:00–19:30', 'jeudi': '06:00–19:30', 'vendredi': '06:00–19:30', 'samedi': '07:00–19:30', 'dimanche': '08:00–19:30', 'lundi': '06:00–19:30'}",23467,"4,3",,67,NOK,
Panos Q8 Gembloux AUTOCENTER2 NV/SA,"Autoroute E411 direction Namur, 5310 Eghezee, Belgique",+32 81 64 03 71,https://www.panos.be/fr/magasin/panos-q8-gembloux-23338,https://www.google.com/search?q=Panos+Q8+Gembloux+AUTOCENTER2+NV/SA&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzY0NzM2TTFLM0yxMEmzMqhIMjM2TjNKMk-1MLBITbQ0WsSqHJCYl1-sEGih4J6am5STX1qh4Bga4u_s6hfiGmSk4BemH-wIAFFMa2JPAAAA&hl=fr&mat=CYNmMY_vUgTlElcBqiIDwmylv9pUrLmXrv59rFLytk1p-1sKXBS4TNbKOYA2yKJJKmWTqpsYfXEgmTn7RJe0IDF0Z5GvwDqjurESZmtcutmKtKYfZyU5_x-nIk5vK_BrCKU&authuser=0,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23338,"3,7",,39,NOK,
Panos Q8 Genk,"Hoevenzavellaan 111, 3600 Genk, Belgique",+32 89 84 22 30,https://www.panos.be/nl/winkel/panos-q8-genk-23783,https://www.google.com/search?q=panos-q8genk-Hoevenzavellaan,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23783,"4,1",,13,NOK,
Panos Q8 Gentbrugge,"Brusselsesteenweg 335, 9050 Gent, Belgique",+32 9 230 43 59,https://www.panos.be/nl/winkel/panos-q8-gentbrugge-23140,https://www.google.com/search?q=panos-corner-gentbrugge-Brusselsesteenweg,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–00:00', 'samedi': '06:00–00:00', 'dimanche': '06:00–00:00', 'lundi': '06:00–00:00'}",23140,"3,1",,56,NOK,
Panos Q8 Gent (UZ),"Corneel Heymanslaan 9, 9000 Gent, Belgique",+32 9 222 43 89,https://www.panos.be/nl/winkel/panos-q8-gent-%28uz%29-23318,https://www.google.com/search?q=panos-q8-gent-uz-Corneel-Heymanslaan,"{'mardi': '05:30–20:00', 'mercredi': '05:30–20:00', 'jeudi': '05:30–20:00', 'vendredi': '05:30–20:00', 'samedi': '08:00–18:00', 'dimanche': '08:00–18:00', 'lundi': '05:30–20:00'}",23318,"3,5",,48,OK,
Panos Q8 Gent (Zeeschipstraat),"Zeeschipstraat 52, 9000 Gent, Belgique",+32 9 253 51 57,https://www.panos.be/nl/winkel/panos-q8-gent-%28zeeschipstraat%29-23329,https://www.google.com/search?q=panos-q8-gent-zeeschipstraat-Zeeschipstraat,"{'mardi': '04:00–20:00', 'mercredi': '04:00–20:00', 'jeudi': '04:00–20:00', 'vendredi': '04:00–20:00', 'samedi': '06:00–20:00', 'dimanche': '08:00–18:00', 'lundi': '04:00–20:00'}",23329,"3,6",,36,OK,
Panos Q8 Geraardsbergen,"Astridlaan 101A, 9500 Geraardsbergen, Belgique",+32 54 41 89 73,https://www.panos.be/nl/winkel/panos-q8-geraardsbergen-23334,https://www.google.com/search?q=panos-q8-geraardsbergen-Astridlaan,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '07:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '05:00–22:00'}",23334,"3,9",,10,OK,
Panos Q8 Gerpinnes,"Chau. de Philippeville 213, 6280 Gerpinnes, Belgique",+32 71 22 85 31,https://www.panos.be/fr/winkel/panos-q8-gerpinnes-23411,https://www.google.com/search?q=Panos+Q8+Gerpinnes&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzYyMjRKMjeyTDJKTkqxMqgwSjJKSk61NDawSDI0SbJMXcQqFJCYl1-sEGih4J5aVJCZl5daDAAC5Ei9PgAAAA&hl=fr&mat=Cc-7bKMQLwjmElcBqiIDwoarlvRk7tpK9iGXnYbn6XnWsWRJ0m99ctGR1t8UN7VQEn6MqPUJkZiAKLaoJ00-SGllLrMjXs9AfRygZo7DXvbcB3Vzqv-LxYs3pT40j7C8p-g&authuser=0,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '06:00–22:00'}",23411,"4,0",,40,NOK,
Panos Q8 Gozée,"Rue de Marchienne 122, 6534 Thuin, Belgique",+32 71 56 07 96,https://www.panos.be/fr/winkel/q8-panos-corner-goz%C3%A9e-thuin-23138,https://www.google.com/search?q=q8-panos-corner-gozee-Rue-de-Marchienne,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–20:00', 'samedi': '07:00–20:00', 'dimanche': '10:00–18:00', 'lundi': '06:00–20:00'}",23138,"4,6",,5,NOK,
Panos Q8 Grétry,"Rue Grétry 150, 4020 Liège, Belgique",+32 4 340 44 71,https://www.panos.be/fr/magasin/panos-q8-gretry-li%C3%A8ge-23978,https://www.google.com/search?q=panos-q8-gretry-Rue-Gr%E2%88%9A%C2%A9try,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–00:00', 'samedi': '06:00–00:00', 'dimanche': '06:00–00:00', 'lundi': '06:00–00:00'}",23978,"3,6",,10,NOK,
Panos Q8 Grez-Doiceau,"Chau. de la Libération 17, 1390 Grez-Doiceau, Belgique",+32 475 46 08 60,https://www.panos.be/fr/magasin/panos-q8-grez---doiceau-grez-doiceau-23935,https://www.google.com/search?q=Panos+Q8+Grez-Doiceau&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzY0TzK1MDFJtjAxMzK3AgmZGVskp6WapZpZGCWmmSxiFQ1IzMsvVgi0UHAvSq3SdcnPTE5NLAUApx9iCEEAAAA&hl=fr&mat=CdZ1DSPqAxp_ElYBqiIDwrzM8qEttaXodZdXukKWm7bkoqA9kmJOTcS2Npcd7YtLn70aFlgdnVcdFa6koh-gOntITNHw1ryppHLYiuqGhHQtj29pnmvRpdeW8tOpxWiFQQ&authuser=0,"{'mardi': '07:00–22:00', 'mercredi': '07:00–22:00', 'jeudi': '07:00–22:00', 'vendredi': '07:00–22:00', 'samedi': '07:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '07:00–22:00'}",23935,"4,3",,10,NOK,
Panos Q8 Grimbergen,"Sint Anna Laan 53, 1853 Grimbergen, Belgique",+32 2 267 91 51,https://www.panos.be/nl/winkel/panos-q8-grimbergen-23527,https://www.google.com/search?q=panos-q8-grimbergen-Sint-Anna-Laan,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–00:00', 'samedi': '06:00–00:00', 'dimanche': '06:00–00:00', 'lundi': '06:00–00:00'}",23527,"4,4",,72,OK,
Panos Q8 Hasselt,"Kuringersteenweg 301/303, 3500 Hasselt, Belgique",+32 11 87 14 04,https://www.panos.be/nl/winkel/panos-q8-hasselt-23990,https://www.google.com/search?q=panos-q8-hasselt-Kuringersteenweg,"{'mardi': '05:30–22:00', 'mercredi': '05:30–22:00', 'jeudi': '05:30–22:00', 'vendredi': '05:30–22:00', 'samedi': '05:30–22:00', 'dimanche': '07:30–22:00', 'lundi': '05:30–22:00'}",23990,"3,8",,25,NOK,
Panos Q8 Hemiksem,"Jan Sanderslaan 98, 2620 Hemiksem, Belgique",+32 3 887 51 88,https://www.panos.be/nl/winkel/panos-q8-hemiksem-23454,https://www.google.com/search?q=panos-q8-hemiksem-Jan-Sanderlaan,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '08:00–19:00', 'dimanche': '08:00–19:00', 'lundi': '06:00–22:00'}",23454,"4,1",,38,OK,
Panos Q8 Herent (Brusselsesteenweg),"Brusselsesteenweg 8, 3020 Herent, Belgique",+32 16 20 30 36,https://www.panos.be/nl/winkel/panos-q8-herent-%28brusselsesteenweg%29-23563,https://www.google.com/search?q=Panos+Q8+Herent+(Brusselsesteenweg)&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzY0M0izTEq0sEg2NDS1MqhINDRIMjRPSzUxsjA3MzQwWcSqHJCYl1-sEGih4JFalJpXoqDhVFRaXJyaU5xaXJKamleemq4JAFO3jKNPAAAA&hl=fr&mat=Cd5EZDAqGXufElYBqiIDwtVVHubfyAsu1W5M9QAT96crmgUQshcR4uaCKnt2e79ZzBsc3ktKkr_1giIhdbZzQC5_AJWH0ppXcfeATHXm45haxQy7E1gVcujrtK8m0vSciA&authuser=0,"{'mardi': '05:30–22:00', 'mercredi': '05:30–22:00', 'jeudi': '05:30–22:00', 'vendredi': '05:30–22:00', 'samedi': '08:00–20:00', 'dimanche': '08:00–20:00', 'lundi': '05:30–22:00'}",23563,"3,7",,20,OK,
Panos Q8 Herent (Omleiding),"Omleiding 89, 3020 Herent, Belgique",+32 16 22 71 15,https://www.panos.be/nl/winkel/panos-q8-herent-%28omleiding%29-23463,https://www.google.com/search?q=panos-q8-herent-omleiding-Omleiding,"{'mardi': '05:30–20:00', 'mercredi': '05:30–20:00', 'jeudi': '05:30–20:00', 'vendredi': '05:30–20:00', 'samedi': '07:00–19:00', 'dimanche': '08:00–18:00', 'lundi': '05:30–20:00'}",23463,"4,2",,66,OK,
Panos Q8 Herstal Rue de Hermée,"Rue de Hermée 207, 4040 Herstal, Belgique",+32 4 264 94 17,https://www.panos.be/fr/magasin/panos-q8-herstal-23430,https://www.google.com/search?q=panos-q8-herstal-Rue-De-Herm%E2%88%9A%C2%A9e,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '05:00–22:00', 'dimanche': '05:00–22:00', 'lundi': '05:00–22:00'}",23430,"4,0",,83,NOK,
Panos Q8 Herstal Rue du Crucifix,"Rue du Crucifix 40, 4040 Herstal, Belgique",+32 4 379 69 03,https://www.panos.be/fr/magasin/panos-q8-herstal-rue-du-crucifix-23945,https://www.google.com/search?q=Panos+Q8+Herstal+Rue+du+Crucifix&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZIMzRMMzNPSTMySzG0MqiwTDFKMjCxSDUxTDW3NDAyWcSqEJCYl1-sEGih4JFaVFySmKMQVJqqkFKq4FxUmpyZllkBAJcHN4NMAAAA&hl=fr&mat=CbkD4Flvp6R_ElYBqiIDwnc-znO07DYbmpvQpj_yJYpfFi-rv2oOeruV5fQqnsPwNFRguLSPcVK3rxns6i4sSi3qNfPQ4gtACJVf6vXpqiuu5DO_sbBkqiZBMn86NxbnMQ&authuser=0,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '07:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:00–22:00'}",23945,,,,NOK,
Panos Q8 Hoeselt,"Bilzersteenweg 54, 3730 Hoeselt, Belgique",+32 89 65 76 47,https://www.panos.be/nl/winkel/panos-q8-hoeselt-23342,https://www.google.com/search?q=panos-q8-hoeselt-Bilzersteenweg,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–20:00', 'samedi': '07:00–20:00', 'dimanche': '08:00–20:00', 'lundi': '06:00–20:00'}",23342,"4,2",,10,OK,
Panos Q8 Houthalen,"Grote Baan 11, 3530 Houthalen-Helchteren, Belgique",+32 11 60 42 07,https://www.panos.be/nl/winkel/panos-q8-houthalen-23309,https://www.google.com/search?q=panos-q8-houthalen-Grote-Baan,"{'mardi': '04:00–20:00', 'mercredi': '04:00–20:00', 'jeudi': '04:00–20:00', 'vendredi': '04:00–20:00', 'samedi': '04:00–20:00', 'dimanche': '06:00–18:00', 'lundi': '04:00–20:00'}",23309,"3,7",,19,OK,
Panos Q8 HW Froyennes (Lille/Mons),"LILLE-MONS E42, 7503 Tournai, Belgique",+32 69 58 18 42,https://www.panos.be/fr/magasin/panos-q8-hw-froyennes-%28lille/mons%29-23286,https://www.google.com/search?q=Panos+Q8+HW+Froyennes+(Lille/Mons)&stick=H4sIAAAAAAAA_-NgU1IxqDAxTza0MDVPNjczNTYzSzS2MqhIsjA2SjI1N0xLS0lKMzVYxKoUkJiXX6wQaKHgEa7gVpRfmZqXl1qsoOGTmZOTqu-bn1esCQA8i1AcTQAAAA&hl=fr&mat=CfRW0sNyzkCDElcBqiIDwkOsSKqNbgqpq4Jo0YWB1D_3lK4_eMZKW7RRYPUA3YCY1GiUX6lgazn7LRZSnKxJytuVpkRmYI3Aiie5zY8c5x_jL2R25eztQ7WYSqUN7Wid3eE&authuser=0,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23286,"2,9",,32,OK,
